opportunity_id,sales_agent,product,model_1,model_2,model_3,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price
CQDULMXS,Garret Kinder,GTX Basic,GTX,Basic,NA,Gekko & Co,Won,2017-05-31,2017-08-05,607,Cara Losch,East,GTX,550
VKM187MX,Gladys Colclough,MG Special,MG,Special,NA,Condax,Won,2017-05-31,2017-06-09,48,Melvin Marxen,Central,MG,55
4IUJNFPF,James Ascencio,GTX Basic,GTX,Basic,NA,Singletechno,Lost,2017-05-31,2017-08-18,0,Summer Sewald,West,GTX,550
ZE7PM90V,James Ascencio,GTX Basic,GTX,Basic,NA,Blackzim,Won,2017-05-31,2017-08-23,570,Summer Sewald,West,GTX,550
CAAYFKK8,James Ascencio,GTX Plus Basic,GTX,Plus,Basic,Singletechno,Won,2017-05-31,2017-06-04,1056,Summer Sewald,West,GTX,1096
NQZNAEYQ,Kami Bicknell,GTX Basic,GTX,Basic,NA,Lexiqvolax,Won,2017-05-31,2017-09-03,560,Summer Sewald,West,GTX,550
J47DPNB5,Kary Hendrixson,GTX Plus Pro,GTX,Plus,Pro,Plexzap,Lost,2017-05-31,2017-08-03,0,Summer Sewald,West,GTX,5482
37B8ES7X,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Groovestreet,Won,2017-05-31,2017-06-21,588,Summer Sewald,West,GTX,550
KYABDCKE,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Y-corporation,Won,2017-05-31,2017-09-02,4356,Summer Sewald,West,GTX,4821
3CP9VXC1,Kary Hendrixson,MG Special,MG,Special,NA,Labdrill,Won,2017-05-31,2017-08-15,69,Summer Sewald,West,MG,55
9XGT3451,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Rangreen,Won,2017-05-31,2017-08-02,505,Dustin Brinkmann,Central,GTX,550
AG0H8IAZ,Markita Hansen,GTX Basic,GTX,Basic,NA,Sonron,Won,2017-05-31,2017-09-23,510,Celia Rouche,West,GTX,550
28FTXKAB,Markita Hansen,MG Advanced,MG,Advanced,NA,Zoomit,Won,2017-05-31,2017-09-23,3722,Celia Rouche,West,MG,3393
ROUOR5L0,Maureen Marcano,GTX Plus Basic,GTX,Plus,Basic,Finjob,Won,2017-05-31,2017-08-02,1145,Summer Sewald,West,GTX,1096
QPMZ5RG0,Moses Frase,MG Special,MG,Special,NA,Streethex,Won,2017-05-31,2017-08-27,53,Dustin Brinkmann,Central,MG,55
2PMIYAFN,Reed Clapper,GTX Plus Basic,GTX,Plus,Basic,Kan-code,Won,2017-05-31,2017-06-15,1120,Rocco Neubert,East,GTX,1096
CRWE8FRT,Reed Clapper,MG Advanced,MG,Advanced,NA,Initech,Won,2017-05-31,2017-09-22,3404,Rocco Neubert,East,MG,3393
FC1LS6PY,Versie Hillebrand,MG Advanced,MG,Advanced,NA,Zumgoity,Lost,2017-05-31,2017-06-08,0,Dustin Brinkmann,Central,MG,3393
6FI9HAX7,Versie Hillebrand,MG Special,MG,Special,NA,Ron-tech,Won,2017-05-31,2017-06-13,46,Dustin Brinkmann,Central,MG,55
JL86Q0B4,Wilburn Farren,MG Special,MG,Special,NA,The New York Inquirer,Won,2017-05-31,2017-06-14,53,Cara Losch,East,MG,55
Y2A8EUBM,Zane Levy,GTX Basic,GTX,Basic,NA,Singletechno,Lost,2017-05-31,2017-08-20,0,Summer Sewald,West,GTX,550
C2MKJA8V,Zane Levy,GTX Pro,GTX,Pro,NA,Condax,Won,2017-05-31,2017-06-05,4988,Summer Sewald,West,GTX,4821
IJ4Y77D9,Zane Levy,MG Special,MG,Special,NA,Rantouch,Won,2017-05-31,2017-08-12,53,Summer Sewald,West,MG,55
CGCPVYNI,Anna Snelling,GTX Basic,GTX,Basic,NA,Isdom,Won,2017-06-01,2017-06-08,523,Dustin Brinkmann,Central,GTX,550
ST8ZOXKI,Anna Snelling,MG Special,MG,Special,NA,Hottechi,Won,2017-06-01,2017-06-11,63,Dustin Brinkmann,Central,MG,55
P07OGZ3F,Anna Snelling,MG Special,MG,Special,NA,Stanredtax,Won,2017-06-01,2017-08-28,54,Dustin Brinkmann,Central,MG,55
0DLEXLEV,Boris Faz,GTX Plus Pro,GTX,Plus,Pro,Yearin,Won,2017-06-01,2017-09-07,6117,Rocco Neubert,East,GTX,5482
27UN3UX8,Cassey Cress,GTX Plus Pro,GTX,Plus,Pro,Ontomedia,Won,2017-06-01,2017-06-09,5112,Rocco Neubert,East,GTX,5482
NR5D7201,Corliss Cosme,MG Advanced,MG,Advanced,NA,Kan-code,Won,2017-06-01,2017-09-03,3527,Cara Losch,East,MG,3393
LKBS2IJC,Darcel Schlecht,GTX Plus Pro,GTX,Plus,Pro,Konmatfix,Lost,2017-06-01,2017-06-11,0,Melvin Marxen,Central,GTX,5482
MFO940S8,Darcel Schlecht,MG Special,MG,Special,NA,Finhigh,Lost,2017-06-01,2017-08-24,0,Melvin Marxen,Central,MG,55
5O0597PP,Darcel Schlecht,MG Advanced,MG,Advanced,NA,Warephase,Lost,2017-06-01,2017-08-07,0,Melvin Marxen,Central,MG,3393
C4FEG98K,Darcel Schlecht,GTX Basic,GTX,Basic,NA,Inity,Won,2017-06-01,2017-06-14,565,Melvin Marxen,Central,GTX,550
EKH5O1HH,Darcel Schlecht,MG Advanced,MG,Advanced,NA,Ron-tech,Won,2017-06-01,2017-06-09,3771,Melvin Marxen,Central,MG,3393
BZ9C1LQT,Elease Gluck,MG Advanced,MG,Advanced,NA,Fasehatice,Lost,2017-06-01,2017-08-09,0,Celia Rouche,West,MG,3393
ZT6D57ED,Gladys Colclough,GTX Plus Pro,GTX,Plus,Pro,Scottech,Won,2017-06-01,2017-09-02,6274,Melvin Marxen,Central,GTX,5482
NKERMTB8,Hayden Neloms,MG Advanced,MG,Advanced,NA,Plexzap,Lost,2017-06-01,2017-08-03,0,Celia Rouche,West,MG,3393
Q67320CY,Hayden Neloms,MG Advanced,MG,Advanced,NA,Sunnamplex,Won,2017-06-01,2017-08-17,3480,Celia Rouche,West,MG,3393
K5NFTQRI,James Ascencio,GTX Plus Pro,GTX,Plus,Pro,Fasehatice,Won,2017-06-01,2017-08-16,5770,Summer Sewald,West,GTX,5482
IJ7B896N,Kary Hendrixson,MG Advanced,MG,Advanced,NA,Hottechi,Lost,2017-06-01,2017-09-12,0,Summer Sewald,West,MG,3393
8KBVRQHD,Lajuana Vencill,GTX Plus Pro,GTX,Plus,Pro,Statholdings,Lost,2017-06-01,2017-08-29,0,Dustin Brinkmann,Central,GTX,5482
AGZ87JFX,Moses Frase,GTX Basic,GTX,Basic,NA,Rangreen,Lost,2017-06-01,2017-08-01,0,Dustin Brinkmann,Central,GTX,550
OBGCQ1BK,Niesha Huffines,GTX Basic,GTX,Basic,NA,Domzoom,Lost,2017-06-01,2017-09-21,0,Melvin Marxen,Central,GTX,550
K05LLUU4,Niesha Huffines,GTX Basic,GTX,Basic,NA,Ron-tech,Lost,2017-06-01,2017-09-25,0,Melvin Marxen,Central,GTX,550
9WISPXZW,Reed Clapper,GTX Basic,GTX,Basic,NA,Konex,Won,2017-06-01,2017-06-12,562,Rocco Neubert,East,GTX,550
4ZGA57SX,Rosie Papadopoulos,GTX Pro,GTX,Pro,NA,Mathtouch,Won,2017-06-01,2017-08-03,4686,Cara Losch,East,GTX,4821
6ONKN1IM,Vicki Laflamme,MG Advanced,MG,Advanced,NA,Newex,Lost,2017-06-01,2017-08-22,0,Celia Rouche,West,MG,3393
JVIIWJDL,Violet Mclelland,MG Special,MG,Special,NA,Opentech,Won,2017-06-01,2017-09-02,38,Cara Losch,East,MG,55
W8M8XI8Y,Zane Levy,MG Advanced,MG,Advanced,NA,Finjob,Won,2017-06-01,2017-08-05,3184,Summer Sewald,West,MG,3393
MELHF0ZP,Anna Snelling,GTX Plus Pro,GTX,Plus,Pro,Rundofase,Won,2017-06-02,2017-09-17,5373,Dustin Brinkmann,Central,GTX,5482
6SV2WYK4,Boris Faz,GTX Plus Basic,GTX,Plus,Basic,Bluth Company,Won,2017-06-02,2017-09-05,1239,Rocco Neubert,East,GTX,1096
6JEAYHOE,Cecily Lampkin,MG Advanced,MG,Advanced,NA,Isdom,Lost,2017-06-02,2017-06-18,0,Dustin Brinkmann,Central,MG,3393
IKQSEYPT,Cecily Lampkin,MG Special,MG,Special,NA,Streethex,Won,2017-06-02,2017-06-12,52,Dustin Brinkmann,Central,MG,55
ZN0FWO0L,Corliss Cosme,GTX Basic,GTX,Basic,NA,Ganjaflex,Won,2017-06-02,2017-09-19,651,Cara Losch,East,GTX,550
CPL37MZC,Darcel Schlecht,GTX Plus Pro,GTX,Plus,Pro,dambase,Won,2017-06-02,2017-08-02,6026,Melvin Marxen,Central,GTX,5482
GM68OLDH,James Ascencio,GTX Plus Pro,GTX,Plus,Pro,Green-Plus,Won,2017-06-02,2017-09-05,5569,Summer Sewald,West,GTX,5482
W604BPPE,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Dontechi,Lost,2017-06-02,2017-08-25,0,Melvin Marxen,Central,GTX,550
GIJ14130,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Hottechi,Won,2017-06-02,2017-09-04,519,Melvin Marxen,Central,GTX,550
CUA83384,Kami Bicknell,GTX Basic,GTX,Basic,NA,Scotfind,Won,2017-06-02,2017-09-05,558,Summer Sewald,West,GTX,550
ZGQI86AQ,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Sonron,Won,2017-06-02,2017-09-05,523,Summer Sewald,West,GTX,550
L8NLCWFS,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Scotfind,Won,2017-06-02,2017-08-20,4869,Summer Sewald,West,GTX,4821
UPHLXZ3M,Lajuana Vencill,MG Special,MG,Special,NA,Funholding,Lost,2017-06-02,2017-08-02,0,Dustin Brinkmann,Central,MG,55
JDFQYP5L,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Stanredtax,Won,2017-06-02,2017-08-09,588,Dustin Brinkmann,Central,GTX,550
06AIY3IS,Marty Freudenburg,GTX Plus Pro,GTX,Plus,Pro,Condax,Won,2017-06-02,2017-08-21,5712,Melvin Marxen,Central,GTX,5482
4LQAN2JX,Maureen Marcano,GTX Plus Basic,GTX,Plus,Basic,Golddex,Won,2017-06-02,2017-08-29,1046,Summer Sewald,West,GTX,1096
84QGC91P,Maureen Marcano,MG Special,MG,Special,NA,Singletechno,Won,2017-06-02,2017-08-17,54,Summer Sewald,West,MG,55
98MASV7P,Reed Clapper,GTX Pro,GTX,Pro,NA,Xx-zobam,Won,2017-06-02,2017-08-12,4933,Rocco Neubert,East,GTX,4821
QFBBRJL5,Reed Clapper,MG Special,MG,Special,NA,Umbrella Corporation,Won,2017-06-02,2017-09-26,60,Rocco Neubert,East,MG,55
XCGW5K0N,Violet Mclelland,GTX Basic,GTX,Basic,NA,Silis,Won,2017-06-02,2017-09-12,572,Cara Losch,East,GTX,550
UUF8Z53N,Violet Mclelland,MG Special,MG,Special,NA,Condax,Won,2017-06-02,2017-08-30,55,Cara Losch,East,MG,55
J6MIKNYJ,Violet Mclelland,MG Special,MG,Special,NA,Xx-zobam,Won,2017-06-02,2017-08-22,51,Cara Losch,East,MG,55
3W4AWYSK,Cassey Cress,GTX Plus Pro,GTX,Plus,Pro,Vehement Capital Partners,Lost,2017-06-03,2017-08-24,0,Rocco Neubert,East,GTX,5482
VBN5T6F8,Cassey Cress,MG Special,MG,Special,NA,Opentech,Won,2017-06-03,2017-08-31,59,Rocco Neubert,East,MG,55
W1J3L0EU,Daniell Hammack,GTX Pro,GTX,Pro,NA,Betasoloin,Won,2017-06-03,2017-06-06,4492,Rocco Neubert,East,GTX,4821
45CMXP2K,Darcel Schlecht,GTX Basic,GTX,Basic,NA,Treequote,Lost,2017-06-03,2017-08-03,0,Melvin Marxen,Central,GTX,550
6OJAC85F,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Codehow,Lost,2017-06-03,2017-08-29,0,Melvin Marxen,Central,GTX,4821
K94WM7M4,Donn Cantrell,MG Advanced,MG,Advanced,NA,Zathunicon,Lost,2017-06-03,2017-08-27,0,Rocco Neubert,East,MG,3393
31KRB7R2,James Ascencio,GTX Basic,GTX,Basic,NA,Plexzap,Lost,2017-06-03,2017-08-12,0,Summer Sewald,West,GTX,550
5PG1KSKD,James Ascencio,GTX Pro,GTX,Pro,NA,Fasehatice,Lost,2017-06-03,2017-08-06,0,Summer Sewald,West,GTX,4821
LDAXEBR0,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Treequote,Won,2017-06-03,2017-06-22,639,Melvin Marxen,Central,GTX,550
NGTMVX1C,Jonathan Berthelot,GTX Plus Basic,GTX,Plus,Basic,Globex Corporation,Won,2017-06-03,2017-06-21,1040,Melvin Marxen,Central,GTX,1096
SFBHZLHK,Jonathan Berthelot,GTX Pro,GTX,Pro,NA,Finhigh,Won,2017-06-03,2017-09-12,4138,Melvin Marxen,Central,GTX,4821
13PPMGNM,Kami Bicknell,GTX Plus Basic,GTX,Plus,Basic,Plexzap,Lost,2017-06-03,2017-08-07,0,Summer Sewald,West,GTX,1096
6GY8Q8F0,Lajuana Vencill,MG Special,MG,Special,NA,Funholding,Won,2017-06-03,2017-09-23,54,Dustin Brinkmann,Central,MG,55
5JIXFMFY,Lajuana Vencill,MG Advanced,MG,Advanced,NA,Inity,Won,2017-06-03,2017-09-14,3438,Dustin Brinkmann,Central,MG,3393
JBY30BSR,Markita Hansen,GTX Pro,GTX,Pro,NA,Finjob,Lost,2017-06-03,2017-08-05,0,Celia Rouche,West,GTX,4821
69XL3JMB,Marty Freudenburg,GTX Plus Basic,GTX,Plus,Basic,Isdom,Won,2017-06-03,2017-08-05,1017,Melvin Marxen,Central,GTX,1096
DYWMK8OF,Rosalina Dieter,MG Advanced,MG,Advanced,NA,Singletechno,Won,2017-06-03,2017-09-19,3314,Celia Rouche,West,MG,3393
GG8XQD8Z,Versie Hillebrand,MG Special,MG,Special,NA,Cancity,Lost,2017-06-03,2017-08-12,0,Dustin Brinkmann,Central,MG,55
URT8A7OQ,Versie Hillebrand,MG Special,MG,Special,NA,Rangreen,Won,2017-06-03,2017-08-24,51,Dustin Brinkmann,Central,MG,55
LGO0XF4X,Vicki Laflamme,MG Special,MG,Special,NA,Kan-code,Won,2017-06-03,2017-09-10,50,Celia Rouche,West,MG,55
Y46OEBEH,Violet Mclelland,MG Special,MG,Special,NA,Zathunicon,Won,2017-06-03,2017-06-09,54,Cara Losch,East,MG,55
G54JJCMX,Anna Snelling,GTX Plus Pro,GTX,Plus,Pro,Scottech,Lost,2017-06-04,2017-08-18,0,Dustin Brinkmann,Central,GTX,5482
BPQ0358T,Anna Snelling,MG Advanced,MG,Advanced,NA,Rangreen,Lost,2017-06-04,2017-09-16,0,Dustin Brinkmann,Central,MG,3393
EPH7L4K0,Boris Faz,GTX Pro,GTX,Pro,NA,Condax,Lost,2017-06-04,2017-09-05,0,Rocco Neubert,East,GTX,4821
SMU4542Q,Cecily Lampkin,GTX Plus Basic,GTX,Plus,Basic,Hottechi,Lost,2017-06-04,2017-08-16,0,Dustin Brinkmann,Central,GTX,1096
E884CL8B,Daniell Hammack,GTX Pro,GTX,Pro,NA,Ontomedia,Won,2017-06-04,2017-06-17,4942,Rocco Neubert,East,GTX,4821
4K8N65EM,Donn Cantrell,MG Special,MG,Special,NA,Initech,Lost,2017-06-04,2017-08-06,0,Rocco Neubert,East,MG,55
KVTBYOVD,Donn Cantrell,GTX Pro,GTX,Pro,NA,Kan-code,Won,2017-06-04,2017-06-14,4612,Rocco Neubert,East,GTX,4821
ZA6CBQAL,Donn Cantrell,GTX Pro,GTX,Pro,NA,Zotware,Won,2017-06-04,2017-06-20,4308,Rocco Neubert,East,GTX,4821
Y6YZXVTF,Donn Cantrell,MG Advanced,MG,Advanced,NA,Massive Dynamic,Won,2017-06-04,2017-09-04,2876,Rocco Neubert,East,MG,3393
SHETLR3T,Gladys Colclough,GTX Plus Pro,GTX,Plus,Pro,Warephase,Won,2017-06-04,2017-08-30,4990,Melvin Marxen,Central,GTX,5482
EL03YRD0,Hayden Neloms,GTX Plus Basic,GTX,Plus,Basic,Scotfind,Lost,2017-06-04,2017-09-29,0,Celia Rouche,West,GTX,1096
3KZUBSRU,Hayden Neloms,GTX Plus Basic,GTX,Plus,Basic,Sonron,Won,2017-06-04,2017-09-09,1024,Celia Rouche,West,GTX,1096
FA6JQ4V2,Kami Bicknell,MG Special,MG,Special,NA,Lexiqvolax,Won,2017-06-04,2017-09-16,53,Summer Sewald,West,MG,55
N7WUBQR0,Kary Hendrixson,GTX Plus Basic,GTX,Plus,Basic,Singletechno,Lost,2017-06-04,2017-09-17,0,Summer Sewald,West,GTX,1096
9KJ89VHI,Kary Hendrixson,GTX Basic,GTX,Basic,NA,J-Texon,Won,2017-06-04,2017-09-01,525,Summer Sewald,West,GTX,550
N3CN7GCZ,Kary Hendrixson,MG Special,MG,Special,NA,Nam-zim,Won,2017-06-04,2017-08-27,60,Summer Sewald,West,MG,55
KAHKF9H1,Markita Hansen,GTX Plus Basic,GTX,Plus,Basic,Scotfind,Won,2017-06-04,2017-06-08,967,Celia Rouche,West,GTX,1096
P4UJ64QM,Maureen Marcano,GTX Basic,GTX,Basic,NA,Rantouch,Lost,2017-06-04,2017-08-14,0,Summer Sewald,West,GTX,550
IHF5GR01,Reed Clapper,GTX Basic,GTX,Basic,NA,Initech,Won,2017-06-04,2017-06-14,524,Rocco Neubert,East,GTX,550
81DUFIPO,Rosalina Dieter,MG Special,MG,Special,NA,J-Texon,Won,2017-06-04,2017-09-10,57,Celia Rouche,West,MG,55
58K44TMD,Rosie Papadopoulos,MG Advanced,MG,Advanced,NA,Bubba Gump,Lost,2017-06-04,2017-06-20,0,Cara Losch,East,MG,3393
EEBOSTAA,Versie Hillebrand,GTX Plus Pro,GTX,Plus,Pro,Warephase,Won,2017-06-04,2017-06-13,5056,Dustin Brinkmann,Central,GTX,5482
9DDHZUZB,Vicki Laflamme,GTX Basic,GTX,Basic,NA,Konex,Won,2017-06-04,2017-06-08,600,Celia Rouche,West,GTX,550
IWLEND3K,Cassey Cress,GTX Basic,GTX,Basic,NA,Donware,Won,2017-06-05,2017-09-26,633,Rocco Neubert,East,GTX,550
VICY80KW,Cassey Cress,GTX Pro,GTX,Pro,NA,Vehement Capital Partners,Won,2017-06-05,2017-08-27,4994,Rocco Neubert,East,GTX,4821
H35AXY3M,Corliss Cosme,GTX Plus Basic,GTX,Plus,Basic,Kan-code,Won,2017-06-05,2017-06-10,899,Cara Losch,East,GTX,1096
1UHFKBP6,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Scottech,Lost,2017-06-05,2017-08-06,0,Melvin Marxen,Central,GTX,4821
VF7DWQIH,Darcel Schlecht,GTX Plus Pro,GTX,Plus,Pro,dambase,Won,2017-06-05,2017-08-25,5421,Melvin Marxen,Central,GTX,5482
C7NW3JB2,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Genco Pura Olive Oil Company,Won,2017-06-05,2017-08-23,5223,Melvin Marxen,Central,GTX,4821
SUABQAC0,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Rundofase,Won,2017-06-05,2017-06-18,4794,Melvin Marxen,Central,GTX,4821
6JWA8DFJ,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Toughzap,Won,2017-06-05,2017-09-06,4903,Melvin Marxen,Central,GTX,4821
OEBJXZN6,Darcel Schlecht,MG Advanced,MG,Advanced,NA,Dontechi,Won,2017-06-05,2017-08-13,3625,Melvin Marxen,Central,MG,3393
QMUBRAT2,Gladys Colclough,GTX Basic,GTX,Basic,NA,Globex Corporation,Lost,2017-06-05,2017-08-28,0,Melvin Marxen,Central,GTX,550
W5P1OLUL,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Rundofase,Won,2017-06-05,2017-08-03,554,Melvin Marxen,Central,GTX,550
JP4H1WG4,Kami Bicknell,GTX Basic,GTX,Basic,NA,Singletechno,Lost,2017-06-05,2017-09-03,0,Summer Sewald,West,GTX,550
580XZTEO,Kami Bicknell,GTX Basic,GTX,Basic,NA,Sunnamplex,Lost,2017-06-05,2017-06-11,0,Summer Sewald,West,GTX,550
MASS6JEE,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Hatfan,Won,2017-06-05,2017-09-05,5039,Summer Sewald,West,GTX,4821
XNC9UMYH,Markita Hansen,GTX Plus Basic,GTX,Plus,Basic,Faxquote,Won,2017-06-05,2017-08-30,1169,Celia Rouche,West,GTX,1096
AUEAKRQV,Marty Freudenburg,GTX Pro,GTX,Pro,NA,Toughzap,Won,2017-06-05,2017-09-19,5055,Melvin Marxen,Central,GTX,4821
08Q8A6M9,Marty Freudenburg,MG Special,MG,Special,NA,Scottech,Won,2017-06-05,2017-06-22,60,Melvin Marxen,Central,MG,55
6F8IL0XV,Maureen Marcano,GTX Plus Basic,GTX,Plus,Basic,Condax,Lost,2017-06-05,2017-08-27,0,Summer Sewald,West,GTX,1096
NTHLG5DT,Maureen Marcano,GTX Basic,GTX,Basic,NA,Golddex,Won,2017-06-05,2017-09-08,595,Summer Sewald,West,GTX,550
Y5OZ7VOF,Maureen Marcano,MG Advanced,MG,Advanced,NA,Plexzap,Won,2017-06-05,2017-06-21,3227,Summer Sewald,West,MG,3393
9HLQVY37,Moses Frase,GTX Plus Basic,GTX,Plus,Basic,Konmatfix,Lost,2017-06-05,2017-06-11,0,Dustin Brinkmann,Central,GTX,1096
8C3LOLPY,Moses Frase,GTX Plus Basic,GTX,Plus,Basic,Ron-tech,Lost,2017-06-05,2017-08-14,0,Dustin Brinkmann,Central,GTX,1096
QMJHLT1V,Moses Frase,MG Special,MG,Special,NA,Hottechi,Won,2017-06-05,2017-09-20,59,Dustin Brinkmann,Central,MG,55
Q5JU0LZJ,Niesha Huffines,GTX Basic,GTX,Basic,NA,Inity,Won,2017-06-05,2017-09-26,479,Melvin Marxen,Central,GTX,550
IRODLEGG,Niesha Huffines,MG Advanced,MG,Advanced,NA,Globex Corporation,Won,2017-06-05,2017-09-14,3449,Melvin Marxen,Central,MG,3393
HTA6XLY3,Reed Clapper,MG Special,MG,Special,NA,Massive Dynamic,Won,2017-06-05,2017-09-24,54,Rocco Neubert,East,MG,55
XW7J3TI2,Vicki Laflamme,MG Advanced,MG,Advanced,NA,Hatfan,Lost,2017-06-05,2017-08-14,0,Celia Rouche,West,MG,3393
1BV5JLZV,Vicki Laflamme,MG Special,MG,Special,NA,Doncon,Won,2017-06-05,2017-09-01,59,Celia Rouche,West,MG,55
84D18IA1,Violet Mclelland,MG Special,MG,Special,NA,Acme Corporation,Lost,2017-06-05,2017-08-01,0,Cara Losch,East,MG,55
41IM8V9E,Zane Levy,GTX Basic,GTX,Basic,NA,Finjob,Lost,2017-06-05,2017-09-27,0,Summer Sewald,West,GTX,550
NXFAXN16,Anna Snelling,MG Special,MG,Special,NA,Streethex,Won,2017-06-06,2017-09-27,55,Dustin Brinkmann,Central,MG,55
FXXEZ5U2,Cassey Cress,MG Advanced,MG,Advanced,NA,Initech,Won,2017-06-06,2017-08-09,3042,Rocco Neubert,East,MG,3393
3F81XLI7,Corliss Cosme,GTX Pro,GTX,Pro,NA,Ganjaflex,Won,2017-06-06,2017-08-11,4230,Cara Losch,East,GTX,4821
ID4LC9V5,Daniell Hammack,GTX Plus Basic,GTX,Plus,Basic,Initech,Won,2017-06-06,2017-08-15,979,Rocco Neubert,East,GTX,1096
IPQFYK0E,Daniell Hammack,GTX Plus Basic,GTX,Plus,Basic,Zotware,Won,2017-06-06,2017-06-17,1064,Rocco Neubert,East,GTX,1096
UU0F81HS,Daniell Hammack,GTX Pro,GTX,Pro,NA,Xx-zobam,Won,2017-06-06,2017-08-20,5166,Rocco Neubert,East,GTX,4821
7SBDZJF4,Donn Cantrell,GTX Plus Basic,GTX,Plus,Basic,Bioplex,Won,2017-06-06,2017-08-23,1036,Rocco Neubert,East,GTX,1096
7UI7YX03,Elease Gluck,GTX Pro,GTX,Pro,NA,Hottechi,Won,2017-06-06,2017-08-06,4330,Celia Rouche,West,GTX,4821
BNYWSG6W,Gladys Colclough,MG Advanced,MG,Advanced,NA,Hottechi,Won,2017-06-06,2017-09-13,3598,Melvin Marxen,Central,MG,3393
RC1YCAEP,James Ascencio,GTX Basic,GTX,Basic,NA,Goodsilron,Won,2017-06-06,2017-08-16,431,Summer Sewald,West,GTX,550
H6TY7RBJ,Jonathan Berthelot,GTX Plus Basic,GTX,Plus,Basic,Funholding,Lost,2017-06-06,2017-08-28,0,Melvin Marxen,Central,GTX,1096
MU6NOSH1,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Funholding,Won,2017-06-06,2017-06-17,624,Melvin Marxen,Central,GTX,550
OFIORN0G,Jonathan Berthelot,GTX Plus Basic,GTX,Plus,Basic,Finhigh,Won,2017-06-06,2017-06-11,1140,Melvin Marxen,Central,GTX,1096
PMHOZRJN,Kami Bicknell,MG Special,MG,Special,NA,Condax,Won,2017-06-06,2017-09-17,62,Summer Sewald,West,MG,55
7Z3Q8UYS,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Fasehatice,Lost,2017-06-06,2017-08-01,0,Summer Sewald,West,GTX,550
YT9PLSVL,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Streethex,Won,2017-06-06,2017-09-15,584,Dustin Brinkmann,Central,GTX,550
BQINW2LB,Markita Hansen,MG Special,MG,Special,NA,Lexiqvolax,Lost,2017-06-06,2017-09-09,0,Celia Rouche,West,MG,55
BLFMYCVF,Markita Hansen,MG Special,MG,Special,NA,Goodsilron,Won,2017-06-06,2017-08-19,57,Celia Rouche,West,MG,55
379SDV6Y,Niesha Huffines,GTX Plus Basic,GTX,Plus,Basic,Statholdings,Won,2017-06-06,2017-08-05,1267,Melvin Marxen,Central,GTX,1096
FE2AE2YO,Reed Clapper,GTX Pro,GTX,Pro,NA,Umbrella Corporation,Lost,2017-06-06,2017-06-11,0,Rocco Neubert,East,GTX,4821
2756CEOQ,Vicki Laflamme,MG Special,MG,Special,NA,Plusstrip,Won,2017-06-06,2017-09-16,55,Celia Rouche,West,MG,55
Z4CFFZAW,Violet Mclelland,MG Special,MG,Special,NA,Opentech,Won,2017-06-06,2017-09-10,63,Cara Losch,East,MG,55
I967JINR,Wilburn Farren,GTX Pro,GTX,Pro,NA,Donquadtech,Won,2017-06-06,2017-09-05,3961,Cara Losch,East,GTX,4821
IE18U4NO,Wilburn Farren,MG Special,MG,Special,NA,Zathunicon,Won,2017-06-06,2017-08-26,45,Cara Losch,East,MG,55
JNIMHE7Y,Anna Snelling,MG Special,MG,Special,NA,Warephase,Won,2017-06-07,2017-08-20,61,Dustin Brinkmann,Central,MG,55
KUKJQX9Y,Cassey Cress,MG Advanced,MG,Advanced,NA,Bubba Gump,Lost,2017-06-07,2017-09-08,0,Rocco Neubert,East,MG,3393
QCIG6H19,Darcel Schlecht,GTX Plus Basic,GTX,Plus,Basic,Isdom,Won,2017-06-07,2017-08-31,1114,Melvin Marxen,Central,GTX,1096
R7IIOFBH,Garret Kinder,GTX Basic,GTX,Basic,NA,Kan-code,Won,2017-06-07,2017-08-05,566,Cara Losch,East,GTX,550
Q7ST5E1W,Gladys Colclough,MG Advanced,MG,Advanced,NA,dambase,Lost,2017-06-07,2017-08-20,0,Melvin Marxen,Central,MG,3393
6MTURF7Q,Hayden Neloms,MG Special,MG,Special,NA,Green-Plus,Won,2017-06-07,2017-06-21,56,Celia Rouche,West,MG,55
MWT1ZV0Y,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Ron-tech,Won,2017-06-07,2017-06-18,627,Melvin Marxen,Central,GTX,550
